,latitude,longitude,distance_to_n,neighbour,borocode
2321,40.8147,-73.9594,4.85246189369e-05,464908,j
23215,40.8572,-73.9326,1.14174098985e-05,174300,1
23216,40.7319,-73.9832,0.000109021241073,509257,1
23218,40.7708,-73.9864,0.000185674608105,260256,1
23219,40.7773,-73.9796,0.000204230916008,595170,1
23220,40.7593,-73.9959,0.0002090449751,523094,j
23221,40.7923,-73.9771,0.000260943422691,680815,1
23222,40.7601,-73.9901,0.00010852777352,198129,j
23223,40.6818,-73.943,9.52604633096e-05,691860,3
23225,40.7716,-73.9543,0.000190635585891,844264,1
23228,40.7047,-74.0076,0.000210057954231,384171,1
23229,40.7775,-73.9483,9.04031659208e-05,283802,1
23230,40.7404,-73.929,0.000112981084415,11469,4
23231,40.7733,-73.9902,3.74037325162e-05,797849,j
23233,40.8015,-73.9627,8.90020650839e-05,119549,1
23234,40.7652,-73.9843,7.398996894e-05,822261,1
23235,40.7832,-73.9519,0.000155538012488,92877,1
23236,40.844,-73.9404,0.000199104917366,879238,1
23238,40.7061,-74.0111,5.87851795359e-05,134259,1
23239,40.708,-74.0149,0.000233810538244,164340,1
23241,40.7575,-73.9703,0.000142166726196,128157,1
23243,40.7479,-74.0005,0.000168820951854,548885,j
23245,40.7611,-73.963,0.000124677396352,57125,1
23246,40.7407,-73.9822,0.000165705298894,677610,1
23249,40.7339,-74.0047,1.9554301681e-05,466253,1
23252,40.7078,-74.0138,2.17327117802e-05,521853,1
23254,40.7343,-73.9822,4.31056804986e-05,496582,1
23259,40.7286,-73.9789,9.10753905091e-05,753025,1
23265,40.7441,-73.9964,0.000134755221242,900686,1
23267,40.7275,-74.0035,8.78265677983e-05,292655,1
23269,40.7081,-74.0065,0.00020944041232,208672,1
23270,40.7436,-73.9727,4.94544011795e-05,834665,1
23271,40.7624,-73.9917,8.21513441532e-05,829653,j
23274,40.7378,-74.0084,0.000271105707685,713008,1
23275,40.7725,-73.9819,2.64250200135e-05,457450,1
23278,40.7413,-73.9781,6.05834324794e-05,94415,1
23280,40.844,-73.9404,0.000199104917366,879238,1
23288,40.7419,-73.9949,9.92321189562e-05,702901,1
23289,40.7044,-73.9252,3.66832023991e-05,318278,3
23290,40.7198,-73.9974,0.000160368383361,726250,1
23293,40.7656,-73.9886,0.000366938444994,6799,1
23299,40.7639,-73.9879,6.86635934704e-05,191223,1
23301,40.7751,-73.9886,4.89323030197e-05,569243,j
23303,40.7448,-73.9253,0.00015425375277,461599,4
23305,40.7768,-73.9458,0.000154806216598,457982,1
23307,40.7067,-74.0101,9.32078203309e-05,865223,1
23311,40.7265,-73.988,2.7280348421e-05,190671,1
23312,40.6921,-73.9846,0.000121527412446,890273,3
23313,40.7993,-73.9625,4.68227979265e-05,153243,1
23315,40.7006,-73.9196,6.31156637416e-05,244717,3
23317,40.708,-74.0149,0.000233810538244,164340,1
23318,40.7786,-73.9565,7.1142408796e-05,438976,1
23320,40.7581,-73.9627,5.8964089266e-05,196085,1
23322,40.7833,-73.9721,8.92946733109e-05,489962,1
23325,40.7475,-74.0047,0.000195106832068,271281,j
23327,40.7056,-74.0162,4.5963730205e-05,937758,1
23328,40.744,-73.9166,0.000202379225309,802655,4
23329,40.7439,-73.9743,4.6011952662e-05,196873,1
23332,40.7581,-73.9627,5.8964089266e-05,196085,1
23333,40.7519,-73.9947,6.84469257298e-05,333269,j
23340,40.7448,-74.0053,4.67577117181e-05,28468,j
23343,40.7447,-73.9782,3.06414709291e-05,909137,1
23344,40.7516,-73.969,6.64297403947e-05,300383,1
23349,40.7238,-73.8501,0.000106599915112,826944,4
2335,40.7802,-73.9444,4.8606977068e-05,263336,1
23351,40.8261,-73.9387,5.28197015941e-05,248866,j
23354,40.7721,-73.9861,5.93140699616e-05,175480,1
23356,40.7177,-73.9979,0.000170203840669,845556,1
23358,40.7278,-73.9999,0.000135422624824,264651,1
23362,40.763,-73.9577,0.000182225287689,162262,1
23365,40.637,-74.0321,4.95757053227e-05,927576,3
23366,40.7275,-73.9866,3.32562430757e-05,314356,1
23367,40.7953,-73.9322,0.000118169773831,858598,1
23368,40.7708,-73.9864,0.000185674608105,260256,1
23369,40.8677,-73.9202,0.000119449801071,457637,1
2337,40.7805,-73.9464,8.28989495111e-05,392453,1
23371,40.7348,-73.9865,4.62537162035e-05,873554,1
23373,40.7813,-73.9494,6.47552079297e-05,52007,1
23377,40.795,-73.9415,0.00012974333287,823832,1
2338,40.8026,-73.9397,8.39862285541e-05,349436,1
23380,40.7269,-73.9787,0.000132795932472,282430,1
23382,40.7867,-73.9515,0.000135427701834,739887,1
23385,40.7067,-74.0072,0.000179132298243,319529,1
23388,40.7793,-73.9532,3.69828207644e-05,60465,1
2339,40.796,-73.9742,0.000145722624435,99817,1
23390,40.6822,-73.9947,0.00014056816688,84937,3
23391,40.7777,-73.9498,0.000125809323916,440272,1
23395,40.7382,-74.0023,2.99160390814e-05,920398,1
23398,40.7604,-73.9617,4.49053070833e-05,321299,1
23399,40.7736,-73.947,0.000152067764934,738501,1
23401,40.7271,-73.977,6.50140418748e-05,173424,1
23402,40.762,-73.9636,4.30478468172e-05,621934,1
23403,40.7961,-73.9621,0.000163852881137,333082,1
23404,40.7461,-73.9757,0.000214108469681,258018,1
23405,40.7312,-73.9816,0.000184319701876,233573,1
23406,40.7111,-74.0055,6.72257832604e-05,396712,1
23409,40.7705,-73.9501,3.18004536768e-05,725151,1
2341,40.7466,-73.9779,1.29148028218e-05,502101,1
23410,40.7035,-74.0109,4.6075497256e-05,204408,1
23411,40.7606,-73.9963,0.00014579090273,401944,j
23413,40.7066,-74.0107,0.000212466307659,340932,1
23418,40.7621,-73.9956,0.000143993361445,104960,j
2342,40.7681,-73.9545,6.50458751042e-05,600427,1
23422,40.7832,-73.9482,8.76170681094e-05,305736,1
23423,40.7539,-73.9665,1.65066591489e-05,145335,1
23425,40.7824,-73.9521,9.71176186311e-05,248997,1
23426,40.71,-74.0143,0.000141153160543,911532,1
23429,40.7378,-74.0084,0.000271105707685,713008,1
2343,40.7793,-73.9495,4.54317693748e-05,803757,1
23433,40.7385,-73.995,8.40490750504e-05,805308,1
23436,40.7062,-74.0099,0.000244677348688,710753,1
23437,40.7425,-73.9789,9.8719389308e-05,229798,1
23439,40.786,-73.9435,5.37831955288e-05,445916,1
23440,40.7444,-73.9754,3.16809624041e-05,590785,1
23443,40.6895,-73.9566,9.35855945797e-05,437261,3
23444,40.7634,-73.9638,0.000115065880881,483220,1
23448,40.7045,-74.0089,0.000126565175634,880237,1
23452,40.7214,-73.9939,4.87198386353e-05,604499,1
23454,40.7663,-73.9559,0.000141136320994,687319,1
23457,40.7782,-73.9482,4.27994016824e-05,886978,1
23460,40.7771,-73.9505,7.49763020346e-05,836305,1
23461,40.7701,-73.95,0.000192870563291,493383,1
23465,40.7198,-73.9891,0.000144440260896,175571,1
23473,40.7635,-73.9852,0.000205821047678,781929,1
23476,40.7314,-74.0033,5.13647452409e-05,441242,1
23477,40.7097,-74.0065,4.9294077956e-05,481198,1
23478,40.7957,-73.9705,5.16624935442e-05,166458,1
23481,40.7606,-73.9963,0.00014579090273,401944,j
23482,40.7777,-73.9883,0.000239365039817,903146,j
23483,40.799,-73.9639,0.000105488459237,204635,1
23484,40.7579,-73.9653,0.000217289190408,929851,1
23488,40.7743,-73.9789,0.000186181710983,273858,1
23489,40.7223,-73.9816,9.13069870304e-05,666216,1
23493,40.7471,-73.9723,0.000111497218985,518967,1
23495,40.786,-73.9703,0.000117634145714,751502,1
23499,40.7838,-73.9535,0.000103131853246,127917,1
235,40.7534,-73.9368,7.42935796964e-05,443244,4
23502,40.7799,-73.9792,0.000107259135759,296510,1
23503,40.6352,-73.962,0.00021986644157,422310,3
23506,40.7793,-73.9492,7.35340136016e-05,92096,1
23513,40.8018,-73.9545,0.000134405890166,675794,1
23514,40.7708,-73.9864,0.000185674608105,260256,1
23515,40.7084,-74.0048,0.000139519228818,3491,1
2352,40.7785,-73.9548,6.34155002098e-05,858819,1
23520,40.8712,-73.9148,0.000164617772602,842897,1
23525,40.7073,-74.0046,0.000240878600859,900884,1
23526,40.6796,-73.9868,6.93146309655e-05,218052,3
23534,40.7421,-73.9788,8.70381241495e-05,752628,1
23535,40.7796,-73.9528,8.17247990318e-05,829442,1
23537,40.78,-73.9792,4.36458772316e-05,296510,1
23538,40.7518,-73.9726,0.000176420038036,767264,1
2354,40.7067,-74.0072,0.000179132298243,319529,1
23540,40.7521,-74.0011,0.000458639956314,108829,j
23541,40.7544,-73.9926,6.49049055439e-05,612701,j
23543,40.7413,-73.9779,0.000211417660146,94415,1
23545,40.7677,-73.9836,7.7912420711e-05,875199,1
23546,40.7601,-73.9901,0.00010852777352,198129,j
23547,40.7448,-74.0018,9.89179333113e-05,783650,j
23552,40.7771,-73.9505,7.49763020346e-05,836305,1
23557,40.7325,-73.9977,6.42828362739e-05,268631,1
23559,40.743,-73.9805,0.000206469718939,246387,1
23564,40.7768,-73.9538,0.000110778882403,227995,1
23566,40.7208,-73.9868,6.16644800592e-05,937775,1
23567,40.7612,-73.9978,3.42691705372e-05,751378,j
2357,40.7078,-74.0138,2.17327117802e-05,521853,1
23571,40.7476,-73.976,0.000164184809624,191220,1
23573,40.7715,-73.993,0.000597589082608,743304,j
23574,40.7787,-73.9453,3.54056496249e-05,248764,1
23579,40.7412,-73.9772,0.000295857778658,611579,1
23580,40.7343,-73.9759,0.000112041839533,925905,1
23583,40.7528,-73.9961,0.000245913740301,797060,j
23586,40.7634,-73.9638,0.000115065880881,483220,1
23591,40.7993,-73.9386,0.000133253556369,380690,1
23594,40.7327,-73.9931,0.000149389015602,877590,1
23597,40.7506,-73.9706,0.000168465573324,940318,1
236,40.7246,-73.9833,9.45848028419e-05,493179,1
23600,40.7886,-73.9547,0.000254751151694,352082,1
23606,40.7075,-74.011,6.63098628047e-05,429342,1
23609,40.7718,-73.9508,8.97264469996e-05,18294,1
23611,40.773,-73.9636,0.000140176058287,443061,1
23613,40.6931,-73.9338,0.000122870201419,163775,3
23614,40.7669,-73.9888,8.15837935762e-05,357058,1
23615,40.7448,-74.0053,4.67577117181e-05,28468,j
23619,40.7834,-73.9511,8.28332381604e-05,333234,1
2362,40.7352,-73.9832,8.90428109915e-05,252312,1
23620,40.7669,-73.9887,0.000120952892722,47993,1
23622,40.6936,-73.9236,9.87044179695e-05,874341,3
23627,40.7045,-74.0089,0.000126565175634,880237,1
23635,40.7575,-73.9625,0.000170034641877,941815,1
23636,40.7267,-73.9773,3.90115302891e-05,289148,1
23637,40.6805,-73.9193,6.77390303564e-05,362721,3
2364,40.8144,-73.949,0.000146115711352,164646,j
2365,40.7382,-73.9965,2.27348086347e-05,840867,1
23653,40.7091,-74.0148,1.50904858377e-05,577030,1
23654,40.7447,-74.0052,0.000101969906785,536544,j
23656,40.8014,-73.9663,7.841554512e-05,458061,1
23657,40.7067,-74.0072,0.000179132298243,319529,1
2366,40.7954,-73.9321,2.01198677903e-05,451430,1
23660,40.6888,-73.9231,2.97170770893e-05,694116,3
23663,40.7079,-73.9391,5.43955167706e-05,312103,3
23665,40.7803,-73.976,5.91814906397e-05,161962,1
23667,40.7286,-73.8487,0.000263015204587,199119,4
23668,40.7862,-73.9508,0.000200741960572,626866,1
23670,40.7767,-73.9455,0.000133623114827,318033,1
23671,40.7681,-73.9527,9.94829817961e-05,227939,1
23674,40.7717,-73.9518,0.00010904613949,393291,1
23677,40.738,-74.0032,5.55390550073e-05,726497,1
23679,40.7889,-73.9719,0.000126921686748,79894,1
23687,40.7461,-73.9757,0.000214108469681,258018,1
2369,40.7378,-74.0084,0.000271105707685,713008,1
23692,40.7533,-73.9683,1.57631542657e-05,41282,1
23697,40.6969,-73.9829,0.000106364318452,802129,3
23698,40.7701,-73.955,5.24514385887e-05,594370,1
23699,40.7237,-73.9851,8.37271778219e-05,797393,1
237,40.8007,-73.961,0.000163800197875,447396,1
2370,40.7246,-73.8519,3.15547593397e-05,609381,4
23701,40.7726,-73.926,0.000111779013969,130205,4
23705,40.7932,-73.9699,9.81634077286e-05,163977,1
23707,40.7203,-73.9469,4.0593345531e-05,872657,3
2371,40.6918,-73.9717,5.6441197174e-05,779069,3
23717,40.7196,-74.0109,0.000372217360659,436091,1
23718,40.7767,-73.9504,0.000169073595025,427609,1
23719,40.7845,-73.9503,2.69800584187e-05,188588,1
23722,40.7514,-73.9862,0.000120493064781,513961,1
23729,40.7047,-74.0076,0.000210057954231,384171,1
23732,40.7611,-73.9885,0.000136916765832,929973,1
23736,40.7845,-73.9487,0.000151885110931,472526,1
23737,40.7512,-74.0026,0.000493438719051,712939,j
23739,40.7985,-73.9647,8.11421386944e-05,305082,1
2374,40.761,-74.0002,0.000674520748363,697471,j
23742,40.7667,-73.959,5.56229122185e-05,230860,1
23744,40.7487,-73.9425,6.74373734976e-05,784700,4
23747,40.7488,-73.9868,0.000169285198017,808919,1
23753,40.7053,-74.0161,0.000181042536078,775893,1
23757,40.8198,-73.9578,5.64650054174e-05,575873,j
2377,40.7238,-73.8501,0.000106599915112,826944,4
23770,40.7074,-74.0069,0.000108312869996,873174,1
23771,40.7365,-74.0049,9.2028829227e-05,357657,1
23776,40.7081,-74.0065,0.00020944041232,208672,1
23779,40.6954,-73.9632,0.000133616563568,611399,3
23783,40.7379,-73.996,0.000104260692947,835327,1
23789,40.8024,-73.965,0.000157375206877,352531,1
2379,40.7297,-73.9999,8.38919494232e-05,3933,1
23790,40.7797,-73.9486,8.54876070726e-05,807720,1
23792,40.7689,-73.9547,7.64347882097e-05,466352,1
23793,40.7725,-73.9819,2.64250200135e-05,457450,1
23796,40.7664,-73.9918,8.41960574847e-05,942211,j
23797,40.7231,-74.0044,0.000114785127588,261801,1
2380,40.7661,-73.9918,4.94813760936e-05,547303,j
23800,40.6679,-73.9523,0.000145665334544,80731,3
23802,40.7469,-73.9904,8.27770355426e-05,32181,1
23804,40.77,-73.9488,8.10407977952e-05,17325,1
23805,40.8503,-73.9368,0.000194813923234,516957,1
23806,40.7637,-73.9918,6.69689354805e-05,440839,j
23807,40.7269,-74.0044,6.14043507346e-05,281127,1
23809,40.7392,-73.9806,7.19366972433e-05,911175,1
2381,40.7448,-73.9909,0.000132547072955,519618,1
23812,40.764,-73.9878,7.3182684998e-05,191223,1
23813,40.7856,-73.9498,5.39337708652e-05,369073,1
23814,40.7826,-73.9469,0.000195068723517,695156,1
23815,40.7074,-74.0122,3.65249631937e-05,608249,1
23816,40.8272,-73.9466,3.02092612638e-05,113161,j
23819,40.7978,-73.9728,8.91236185496e-05,790396,1
2382,40.7469,-73.9849,0.000145510432895,399327,1
23820,40.7716,-73.9506,0.000174320899091,208342,1
23822,40.7602,-73.9689,0.000107562108539,355028,1
23823,40.7456,-74.0053,2.11842328138e-05,391124,j
23828,40.7231,-74.0044,0.000114785127588,261801,1
2383,40.7288,-74.003,0.00012033689919,298094,1
23831,40.7639,-73.9808,0.00011817841135,528985,1
23834,40.7298,-74.0005,3.57427043193e-05,45754,1
2384,40.7777,-73.9532,5.86393166327e-05,565596,1
23842,40.7538,-73.974,4.17630496548e-05,919440,1
23845,40.7652,-73.9897,0.000127214324308,200150,1
23848,40.6897,-73.9799,5.91401840214e-05,364370,3
23850,40.7213,-73.9874,0.00012115498129,490783,1
23851,40.7047,-74.0076,0.000210057954231,384171,1
23854,40.8699,-73.9172,0.000175216897153,569948,1
23858,40.7141,-74.0096,0.000151237624607,281353,1
23859,40.7418,-73.9814,0.000157749562139,93354,1
2386,40.8039,-73.9463,8.35633227929e-05,649958,1
23860,40.7074,-74.0069,0.000108312869996,873174,1
23862,40.8291,-73.9482,2.52032868609e-05,161117,j
23864,40.6388,-73.9794,0.000162402863724,325829,3
23865,40.7381,-73.9961,5.29027571122e-05,305637,1
23869,40.7297,-73.9999,8.38919494232e-05,3933,1
2387,40.803,-73.9651,0.000186231050932,203690,1
23873,40.7516,-73.969,6.64297403947e-05,300383,1
23876,40.7413,-73.9781,6.05834324794e-05,94415,1
23888,40.6939,-73.9919,8.42683168082e-05,451114,3
23889,40.7544,-73.9685,0.000117866564635,178326,1
23892,40.7539,-73.9677,4.70502450565e-05,60445,1
23895,40.7575,-73.9625,0.000170034641877,941815,1
2390,40.7695,-73.9603,5.23990912061e-05,710458,1
23902,40.7793,-73.977,2.21197538252e-05,592741,1
23903,40.7769,-73.9467,6.57085090545e-05,211360,1
23904,40.7656,-73.9886,0.000366938444994,6799,1
23906,40.7128,-74.0059,0.000901401091202,697633,1
23909,40.7087,-73.955,0.000119446562627,215142,3
2391,40.692,-73.9476,8.5205117734e-05,177224,3
23915,40.7463,-73.9773,5.50201677155e-05,112304,1
23916,40.7339,-74.0047,1.9554301681e-05,466253,1
23919,40.789,-73.9688,0.000104176222209,649900,1
23920,40.7575,-73.9625,0.000170034641877,941815,1
23921,40.8113,-73.9085,0.000153580213615,226695,2
23922,40.7446,-73.974,0.00013742768331,252360,1
23923,40.7196,-74.0109,0.000372217360659,436091,1
23925,40.645,-73.9639,0.000189585079898,28016,3
23928,40.7806,-73.979,0.000142113722875,943190,1
23933,40.783,-73.9456,0.000152384872087,857470,1
23934,40.7314,-74.0019,7.08473689174e-05,116776,1
23935,40.786,-73.952,0.000155626539098,557291,1
23940,40.802,-73.9659,0.000106025657312,706286,1
23946,40.6941,-73.8621,0.000323919496922,371063,4
23947,40.7939,-73.9737,0.000110131438703,106272,1
23949,40.8012,-73.9647,0.000190321315715,51986,1
2395,40.6723,-73.8767,3.9862980427e-05,470890,3
23953,40.7582,-73.9653,0.000111518066719,893359,1
23954,40.7466,-73.9788,0.000153162667808,869450,1
23956,40.6832,-73.9353,5.67813108298e-05,138442,3
2396,40.776,-73.9556,3.42229818776e-05,90904,1
23964,40.7449,-73.9441,0.000101507443974,925068,4
23967,40.7171,-74.0047,3.41843624994e-05,802607,1
23969,40.7158,-73.9499,0.000119960980999,936717,3
2397,40.7611,-73.963,0.000124677396352,57125,1
23970,40.7459,-73.9564,0.000242209105824,5623,4
23973,40.7448,-73.9919,0.000142023051716,458778,1
23975,40.7584,-73.9648,0.000102965153551,665010,1
23981,40.7574,-73.968,0.000169857516474,269032,1
23985,40.7465,-73.9803,5.91097124987e-05,853127,1
23988,40.6862,-73.9996,0.000152634860059,225508,3
23990,40.7396,-73.9815,0.000102117845748,301643,1
23993,40.844,-73.9414,7.61243650524e-05,242865,1
23994,40.7719,-73.9545,0.000193428010445,278170,1
24001,40.7897,-73.9733,0.000130869169771,24776,1
24004,40.735,-74.0007,0.00017584712092,582718,1
24005,40.6619,-73.9619,9.44815452877e-05,496830,3
24006,40.7621,-73.9773,0.000129363623329,365503,1
24008,40.7469,-73.9849,0.000145510432895,399327,1
24009,40.7212,-73.9566,0.000145106427169,504870,3
24012,40.777,-73.9886,0.000251571829289,561566,j
24014,40.7639,-73.9883,5.48555529299e-05,206144,1
24018,40.8417,-73.937,8.10130092816e-05,14175,1
24021,40.7862,-73.9769,0.000149260772605,458166,1
24028,40.8247,-73.9509,0.000109490486742,858429,j
24030,40.8104,-73.9531,1.44984245557e-05,678033,j
24032,40.7074,-74.0069,0.000108312869996,873174,1
24034,40.7491,-73.9789,0.000132677886124,751645,1
24035,40.7804,-73.9513,7.23137084704e-05,420763,1
24039,40.745,-73.9863,0.000268723957276,896037,1
2404,40.7942,-73.969,0.000433385778998,737181,1
24041,40.7348,-73.9817,0.000106389031348,894809,1
24045,40.7957,-73.9481,5.16731084549e-05,611161,1
24048,40.7549,-73.9962,2.24770883075e-05,299550,j
24049,40.7703,-73.9494,0.000139641567363,387261,1
24050,40.7261,-73.987,4.66810598595e-05,943942,1
24053,40.6442,-74.0045,1.76677547717e-05,921434,3
24054,40.7677,-73.9549,0.000180007243316,30553,1
24057,40.7219,-73.9885,7.96907508194e-05,574870,1
24058,40.7162,-74.0095,1.41327789562e-05,465352,1
24062,40.7251,-73.9784,8.93329080689e-05,585985,1
24064,40.7482,-74.0051,5.14033110314e-05,759023,j
2407,40.7859,-73.9755,0.000154141432465,784944,1
24071,40.7436,-74.0031,8.880636197e-05,814704,j
24072,40.8217,-73.945,8.36588574775e-05,708941,j
24078,40.7643,-73.9877,0.000181391767108,963,1
24085,40.777,-73.9886,0.000251571829289,561566,j
24086,40.745,-73.9863,0.000268723957276,896037,1
24087,40.7518,-73.9726,0.000176420038036,767264,1
24088,40.7674,-73.9837,0.00013005100945,401496,1
2409,40.7418,-73.9798,0.000163464721563,432748,1
24090,40.7622,-73.9495,0.000139042536024,372836,1
24091,40.7081,-74.0065,0.00020944041232,208672,1
24092,40.7258,-73.9798,0.000140287706574,55467,1
24097,40.7924,-73.9741,0.000106513045027,613009,1
24098,40.7845,-73.9487,0.000151885110931,472526,1
24099,40.7777,-73.9883,0.000239365039817,903146,j
241,40.7191,-73.9961,6.75782975222e-05,845109,1
24100,40.781,-73.9595,2.80826820317e-05,632848,1
24105,40.7329,-74.0046,0.000117606805318,178047,1
24107,40.7074,-74.0069,0.000108312869996,873174,1
24110,40.7555,-73.9694,0.000127118876756,892990,1
24112,40.7315,-74.0025,0.000128059629588,840141,1
24119,40.8002,-73.9539,0.000131015243025,348258,1
2412,40.7452,-73.9916,0.000196318847392,837844,1
24121,40.8522,-73.935,0.000179714200623,312278,1
24123,40.7466,-73.9788,0.000153162667808,869450,1
24126,40.753,-73.9958,2.70795016107e-05,424982,j
24128,40.7344,-74.0032,8.23407540332e-05,575534,1
24132,40.7131,-73.8348,0.00030593862868,594156,4
24136,40.7838,-73.9534,0.000171498406464,86926,1
2414,40.7377,-73.9912,0.000101136533055,15010,1
24141,40.7533,-73.9232,0.000126221556802,855560,4
24143,40.8022,-73.9452,6.14437669081e-05,334744,1
24145,40.753,-73.9959,7.62432788107e-05,424982,j
24155,40.7287,-73.981,0.000144972424813,210062,1
24157,40.7708,-73.9556,0.00010150368755,626340,1
24158,40.7995,-73.9541,9.32280305776e-05,106502,1
2416,40.7071,-74.0086,9.89189961071e-05,606998,1
24161,40.7297,-73.9794,0.000175434841759,167178,1
24162,40.7113,-73.9833,0.000232282720327,31126,1
24163,40.7633,-73.9628,4.01267353915e-05,235142,1
24164,40.7322,-73.9883,7.16889373691e-05,853215,1
24166,40.7348,-73.9865,4.62537162035e-05,873554,1
24167,40.7436,-73.9727,4.94544011795e-05,834665,1
24168,40.7718,-73.9851,0.000181979184329,759307,1
2417,40.7568,-73.9982,8.99054681735e-05,225579,j
24172,40.6922,-73.9493,4.03735117664e-05,779563,3
24173,40.7288,-74.0031,8.39024105715e-05,101421,1
24176,40.7448,-73.9816,3.18719433005e-05,774280,1
2418,40.7145,-73.9425,4.64006807686e-05,791533,3
24180,40.6887,-73.9851,6.00853630298e-05,66785,3
24181,40.6993,-73.9401,4.83633821352e-05,243857,3
24182,40.7074,-74.0122,3.65249631937e-05,608249,1
24184,40.7239,-74.0042,3.86640978549e-05,436773,1
24185,40.7074,-74.0069,0.000108312869996,873174,1
24187,40.7422,-73.984,0.000174435745458,895666,1
24188,40.7594,-73.9593,0.000252228934306,363501,1
24189,40.7802,-73.9504,0.000107728057104,32192,1
24195,40.7358,-73.9859,0.000167164717933,870373,1
24198,40.7111,-74.0055,6.72257832604e-05,396712,1
24201,40.6833,-73.9945,5.28273636519e-05,486338,3
24203,40.7944,-73.9665,0.000251558023009,8804,1
24207,40.7768,-73.9814,0.000102880284677,849391,1
24208,40.7924,-73.9741,0.000106513045027,613009,1
2421,40.7796,-73.9528,8.17247990318e-05,829442,1
24219,40.7436,-73.9727,4.94544011795e-05,834665,1
24221,40.7514,-73.9864,3.88028315798e-05,33169,1
24222,40.7984,-73.9632,5.3430065935e-05,582840,1
24225,40.7515,-73.9401,0.000121827997835,892447,4
2423,40.6871,-73.9639,4.93406993365e-05,607841,3
24230,40.7708,-73.9818,0.00028851651272,632481,1
24231,40.6218,-74.0232,9.24141380442e-05,381287,3
24238,40.7661,-73.9636,3.97075763622e-05,423281,1
24241,40.6955,-73.913,0.00010509005848,223954,3
24242,40.73,-73.9864,3.41136326166e-05,548128,1
24248,40.7624,-73.9596,9.84550499518e-05,23791,1
24249,40.753,-73.9695,4.74179512032e-05,879572,1
24250,40.7624,-73.9964,0.000215505545827,812579,j
24252,40.802,-73.9567,0.00016150943358,884356,1
24253,40.7261,-73.987,4.66810598595e-05,943942,1
24257,40.735,-74.0007,0.00017584712092,582718,1
2426,40.6937,-73.9561,5.69546861113e-05,815659,3
24264,40.7748,-73.9471,9.7382865527e-05,551831,1
24265,40.7752,-73.951,3.26266168173e-05,575489,1
24266,40.7794,-73.9498,7.88091504174e-05,385490,1
24267,40.7609,-73.986,0.000120937989134,935646,1
24269,40.7859,-73.9715,0.000119770034262,411270,1
2427,40.7677,-73.9616,4.12502355249e-05,245166,1
24270,40.71,-74.0143,0.000141153160543,911532,1
24271,40.7448,-73.9909,0.000132547072955,519618,1
24272,40.7288,-73.9857,0.000151489400732,850890,1
24275,40.8018,-73.9635,0.000122524234652,74470,1
24277,40.7988,-73.9628,0.000135700763383,54873,1
24279,40.7604,-73.9652,0.000130636717214,111350,1
2428,40.7271,-73.8184,0.000111198954579,473032,4
24280,40.8303,-73.9475,0.000226442982566,268037,j
24282,40.7634,-73.9638,0.000115065880881,483220,1
24288,40.7888,-73.9673,0.000143589626215,209795,1
2429,40.8003,-73.9618,6.45753933971e-05,487633,1
24294,40.7376,-73.976,0.000592456833292,618786,1
24297,40.7656,-73.9886,0.000366938444994,6799,1
24299,40.733,-73.996,0.000112698270187,564108,1
24302,40.761,-73.999,6.80979413645e-05,488787,j
24303,40.8137,-73.9602,0.000103105857955,673523,j
24304,40.7251,-73.9977,0.000278019751684,199498,1
24306,40.7165,-73.9404,0.000109824208837,412463,3
24308,40.6701,-73.9806,0.00013033428697,683825,3
24310,40.7297,-73.9999,8.38919494232e-05,3933,1
24312,40.7951,-73.9676,0.000280411833918,174640,1
24313,40.7467,-73.9778,0.000128507850337,502101,1
24314,40.7077,-73.9125,9.99068183875e-05,102660,4
24317,40.7514,-73.9862,0.000120493064781,513961,1
24321,40.8015,-73.959,0.000155878675285,859884,1
24323,40.8404,-73.9376,9.63060809723e-05,604680,1
24324,40.8693,-73.8899,4.52593135501e-05,609956,2
24325,40.7593,-73.9962,0.000213247932183,523094,j
24329,40.7695,-73.9603,5.23990912061e-05,710458,1
24330,40.7737,-73.9523,8.98125738758e-05,567046,1
24332,40.7375,-73.9739,0.000348356908176,410706,1
24334,40.6384,-74.0271,7.89670013728e-05,200433,3
24335,40.7868,-73.9804,0.000106718663753,899833,1
24337,40.7437,-73.9585,0.00037439197006,234199,4
2434,40.7436,-73.9727,4.94544011795e-05,834665,1
24340,40.7901,-73.9772,3.19184525711e-05,859632,1
24341,40.7567,-73.9941,1.46768078158e-05,855208,j
24343,40.7993,-73.9407,5.74345149664e-05,9114,1
24344,40.7355,-74.0058,3.7047482928e-05,742334,1
24345,40.7622,-73.9495,0.000139042536024,372836,1
24346,40.7446,-73.974,0.00013742768331,252360,1
24348,40.8007,-73.961,0.000163800197875,447396,1
2435,40.7273,-73.9806,3.58157308564e-05,795140,1
24354,40.6927,-73.986,0.000118800731655,497200,3
24355,40.7062,-74.0099,0.000244677348688,710753,1
24358,40.7773,-73.9631,0.00012425300009,666960,1
24361,40.6851,-73.9924,5.83711722911e-05,499769,3
24363,40.7531,-73.9955,0.000208257221079,834108,j
24369,40.7664,-73.9863,4.68762809342e-05,642754,1
24374,40.7635,-73.9848,1.34221987251e-05,172200,1
24376,40.7768,-73.9458,0.000154806216598,457982,1
24382,40.7929,-73.9661,0.000363631367833,304408,1
24384,40.7611,-73.9989,0.000207696223856,488787,j
24386,40.7244,-73.9942,3.71055949295e-05,7586,1
24387,40.7265,-73.9799,0.00010241392046,259138,1
